Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
2L@13830122@+,Type I,8.800733,9.328136,1,1,0,0,0,0,0,0,0,0,1,1
2L@13830676@+,Type I,7.2106767,10.164974,0,1,0,1,1,0,0,0,0,0,1,1
2L@13830823@+,Type II,3.912206,8.575126,0,0,0,1,1,1,1,1,1,1,0,0
2L@13831854@-,Type I,8.795105,9.923799,1,1,0,1,0,0,0,0,0,0,-1,1
2L@13832161@-,Type I,6.0433254,8.101519,0,0,0,1,1,0,0,0,0,0,1,1
2L@13833474@+,Type I,9.959825,7.08785,1,1,1,0,0,0,0,0,0,0,1,1
2L@13895383@+,Type I,6.405778,9.811527,0,0,0,1,1,0,0,0,0,0,1,1
2L@13896242@+,Type I,7.1992645,8.715323,0,0,0,1,1,0,0,0,0,0,1,1
2L@13900221@-,Type I,7.4870453,9.099143,0,1,0,1,1,0,0,0,0,0,1,1
2L@13901334@-,Type I,6.931709,9.612918,0,1,0,1,1,0,0,0,0,0,1,1
2L@13902582@-,Type I,6.6489296,10.022478,0,0,0,1,1,0,0,0,0,0,1,1
2L@14018206@+,Type I,8.088018,8.194887,1,1,0,0,0,0,0,0,0,0,1,1
2L@14018362@+,Type I,8.673283,7.592832,1,1,1,0,0,0,0,0,0,0,1,1
2L@14186709@-,Type I,7.7501974,6.1376,1,0,1,0,0,0,0,0,0,0,1,1
2L@14186710@-,Type I,6.7965846,8.4896345,0,0,0,1,1,0,0,0,0,0,1,1
2L@14188935@-,Type I,8.877698,6.9534235,1,1,1,0,0,0,0,0,0,0,1,1
2L@14342895@+,Type I,9.978752,7.9533296,1,1,1,0,0,0,0,0,0,0,1,1
2L@14343130@+,Type I,7.479003,9.407861,0,1,0,1,1,0,0,0,0,0,1,1
2L@14343618@+,Type I,8.553892,8.980861,1,1,0,0,0,0,0,0,0,0,1,1
2L@14344042@+,Type I,8.235601,5.4802628,1,0,1,0,0,0,0,0,0,0,-1,1
2L@14344269@+,Type I,6.967992,9.109252,0,0,0,1,1,0,0,0,0,0,1,1
2L@14348070@-,Type I,8.450398,7.883208,1,1,1,0,0,0,0,0,0,0,1,1
2L@14353308@-,Type I,7.799564,9.5205145,0,1,0,1,1,0,0,0,0,0,1,1
2L@14360117@+,Type I,10.016359,8.224817,1,1,1,0,0,0,0,0,0,0,1,1
2L@14360246@+,Type I,7.7415037,6.9710674,1,0,1,0,0,0,0,0,0,0,1,1
2L@14364467@+,Type I,8.159187,6.861115,1,0,1,0,0,0,0,0,0,0,1,1
2L@14364503@+,Type I,9.705457,8.466539,1,1,1,0,0,0,0,0,0,0,1,1
2L@14601981@-,Type I,9.882942,8.365353,1,1,1,0,0,0,0,0,0,0,1,1
2L@14602838@-,Type I,6.6935587,6.39089,0,0,1,0,0,0,0,0,0,0,1,1
2L@14602938@-,Type I,8.461314,8.2224045,1,1,1,0,0,0,0,0,0,0,1,1
2L@14617200@+,Type I,6.6712346,9.126764,0,0,0,1,1,0,0,0,0,0,1,1
2L@14976336@-,Type I,8.996235,9.308031,1,1,1,0,0,0,0,0,0,0,1,1
2L@14977442@-,Type I,10.132774,7.711809,1,1,1,0,0,0,0,0,0,0,1,1
2L@14977444@-,Type I,5.848119,8.723677,0,0,0,1,1,0,0,0,0,0,1,1
2L@14992379@-,Type I,8.880844,7.9560237,1,1,1,0,0,0,0,0,0,0,1,1
2L@15037447@-,Type I,8.69192,7.8395977,1,1,1,0,0,0,0,0,0,0,1,1
2L@15047612@-,Type I,7.612867,6.425683,1,0,1,0,0,0,0,0,0,0,1,1
2L@15048340@-,Type I,10.207627,6.917193,1,1,1,0,0,0,0,0,0,0,1,1
2L@15050288@-,Type I,9.838233,8.594742,1,1,1,0,0,0,0,0,0,0,1,1
2L@15116127@+,Type I,9.188508,6.1686125,1,0,1,0,0,0,0,0,0,0,1,1
2L@15229549@-,Type I,7.721036,7.2584705,1,0,1,0,0,0,0,0,0,0,1,1
2L@15241421@-,Type I,10.465776,8.812043,1,1,1,0,0,0,0,0,0,0,1,1
2L@154397@-,Type I,8.613469,8.602291,1,1,1,0,0,0,0,0,0,0,1,1
2L@154957@-,Type I,8.179449,5.781458,1,0,1,0,0,0,0,0,0,0,1,1
2L@15502180@+,Type I,7.3800077,9.250079,0,1,0,1,1,0,0,0,0,0,1,1
2L@15502231@+,Type I,7.6863303,10.226886,0,1,0,1,1,0,0,0,0,0,1,1
2L@15502431@+,Type I,8.11899,9.691421,0,1,0,1,0,0,0,0,0,0,1,1
2L@15503045@+,Type I,7.4502826,5.5812654,1,0,1,0,0,0,0,0,0,0,1,1
2L@156786@+,Type I,7.322362,7.440119,0,0,1,0,0,0,0,0,0,0,1,1
2L@15729456@-,Type I,7.1946797,9.236568,0,1,0,1,1,0,0,0,0,0,1,1
2L@15729829@-,Type I,8.6645565,8.493897,1,1,1,0,0,0,0,0,0,0,1,1
2L@15730056@-,Type I,7.248548,10.220618,0,1,0,1,1,0,0,0,0,0,1,1
2L@15730148@-,Type I,8.944021,5.959173,1,0,1,0,0,0,0,0,0,0,1,1
2L@15730411@-,Type II,3.6287012,8.68939,0,0,0,1,1,1,1,1,1,1,0,0
2L@15750645@-,Type I,7.0823674,8.526633,0,0,0,1,1,0,0,0,0,0,1,1
2L@15752474@+,Type I,5.867302,9.295385,0,0,0,1,1,0,0,0,0,0,1,1
2L@15764800@+,Type I,10.251081,8.573701,1,1,1,0,0,0,0,0,0,0,1,1
2L@15765437@+,Type I,10.640116,8.512373,1,1,1,0,0,0,0,0,0,0,1,1
2L@15767850@-,Type I,6.9544277,9.636299,0,1,0,1,1,0,0,0,0,0,1,1
2L@15769054@-,Type I,9.7699175,8.107567,1,1,1,0,0,0,0,0,0,0,1,1
2L@1595316@-,Type I,9.740303,8.117703,1,1,1,0,0,0,0,0,0,0,1,1
2L@1595931@-,Type I,8.289643,6.6467047,1,0,1,0,0,0,0,0,0,0,1,1
2L@16046686@+,Type I,8.845223,6.1222816,1,0,1,0,0,0,0,0,0,0,1,1
2L@1610167@-,Type I,6.9968114,6.846848,0,0,1,0,0,0,0,0,0,0,1,1
2L@1610929@-,Type I,7.619615,9.382916,0,1,0,1,1,0,0,0,0,0,1,1
2L@1610949@-,Type I,6.59457,9.318416,0,0,0,1,1,0,0,0,0,0,1,1
2L@1611504@+,Type I,8.398256,6.2798533,1,0,1,0,0,0,0,0,0,0,1,1
2L@1612365@+,Type I,9.393409,7.6727133,1,1,1,0,0,0,0,0,0,0,1,1
2L@16260575@-,Type I,8.94922,7.836587,1,1,1,0,0,0,0,0,0,0,1,1
2L@16261105@-,Type I,7.174023,6.7152753,1,0,1,0,0,0,0,0,0,0,1,1
2L@16261346@-,Type I,6.6049395,9.104987,0,0,0,1,1,0,0,0,0,0,1,1
2L@16261680@-,Type I,9.704251,8.756344,1,1,1,0,0,0,0,0,0,0,1,1
2L@16265542@-,Type I,10.882122,7.5518084,1,1,1,0,0,0,0,0,0,0,1,1
2L@16265998@-,Type I,9.596963,7.8359485,1,1,1,0,0,0,0,0,0,0,1,1
2L@16290364@+,Type II,4.538308,8.287416,0,0,0,1,1,1,1,1,1,1,0,0
2L@16301272@+,Type I,10.062091,7.548929,1,1,1,0,0,0,0,0,0,0,1,1
2L@16303618@+,Type I,6.121237,7.413263,0,0,0,1,1,0,0,0,0,0,1,1
2L@16307669@+,Type I,9.032369,6.250939,1,0,1,0,0,0,0,0,0,0,1,1
2L@16324458@-,Type II,3.8165133,8.695154,0,0,0,1,1,1,1,1,1,1,0,0
2L@16328727@-,Type II,4.5061445,9.123148,0,0,0,1,1,1,1,1,1,1,0,0
2L@16344389@-,Type I,8.814803,6.6179028,1,0,1,0,0,0,0,0,0,0,1,1
2L@16345225@-,Type I,10.668181,8.09455,1,1,1,0,0,0,0,0,0,0,1,1
2L@16345677@-,Type I,10.060612,6.350134,1,0,1,0,0,0,0,0,0,0,1,1
2L@16346952@-,Type I,7.881609,9.528386,0,1,0,1,1,0,0,0,0,0,1,1
2L@16510394@-,Type I,10.222552,6.8197217,1,0,1,0,0,0,0,0,0,0,1,1
2L@16510437@-,Type I,8.111219,7.6761065,1,1,1,0,0,0,0,0,0,0,1,1
2L@16657943@+,Type I,7.491454,10.164232,0,1,0,1,1,0,0,0,0,0,1,1
2L@16661462@+,Type I,7.009914,9.887082,0,1,0,1,1,0,0,0,0,0,1,1
2L@16661610@+,Type II,4.249348,8.775101,0,0,0,1,1,1,1,1,1,1,0,0
2L@16678135@+,Type I,10.659454,7.3081565,1,1,1,0,0,0,0,0,0,0,1,1
2L@16699177@+,Type I,9.176029,9.250404,1,1,1,0,0,0,0,0,0,0,1,1
2L@16723711@-,Type II,3.8332233,8.879352,0,0,0,1,1,1,1,1,1,1,0,0
2L@16723767@-,Type I,10.19282,7.1390295,1,1,1,0,0,0,0,0,0,0,1,1
2L@16724539@-,Type I,7.079379,8.910281,0,0,0,1,1,0,0,0,0,0,1,1
2L@16731778@-,Type I,8.555431,6.401547,1,0,1,0,0,0,0,0,0,0,1,1
2L@16735320@-,Type I,10.504631,8.613839,1,1,1,0,0,0,0,0,0,0,1,1
2L@16735428@-,Type I,7.699334,5.9104376,1,0,1,0,0,0,0,0,0,0,1,1
2L@16737846@-,Type I,9.222562,8.538063,1,1,1,0,0,0,0,0,0,0,1,1
2L@16742780@-,Type I,10.834696,7.6630287,1,1,1,0,0,0,0,0,0,0,1,1
2L@16827616@+,Type I,9.228557,6.6857104,1,0,1,0,0,0,0,0,0,0,1,1
2L@16828168@+,Type I,5.7605333,8.493513,0,0,0,1,1,0,0,0,0,0,1,1
2L@16829293@+,Type I,8.133834,6.1973515,1,0,1,0,0,0,0,0,0,0,1,1
2L@16829937@+,Type I,8.248841,7.703532,1,1,1,0,0,0,0,0,0,0,1,1
2L@16869859@+,Type I,8.712743,7.6005435,1,1,1,0,0,0,0,0,0,0,1,1
2L@16880631@+,Type I,10.535225,8.9121685,1,1,1,0,0,0,0,0,0,0,1,1
2L@16881127@+,Type I,8.383108,6.601012,1,0,1,0,0,0,0,0,0,0,1,1
2L@16881176@+,Type I,9.725732,6.658322,1,0,1,0,0,0,0,0,0,0,1,1
2L@16903713@+,Type II,4.1795344,8.96749,0,0,0,1,1,1,1,1,1,1,0,0
2L@16903997@+,Type I,7.5448503,7.1022286,1,0,1,0,0,0,0,0,0,0,1,1
2L@16907664@+,Type II,4.059399,8.104425,0,0,0,1,1,1,1,1,1,1,0,0
2L@16909705@-,Type I,9.705753,7.7312794,1,1,1,0,0,0,0,0,0,0,1,1
2L@16910075@-,Type I,5.539252,7.5297585,0,0,0,1,1,0,0,0,-1,-1,-1,0
2L@16913718@+,Type I,8.35236,6.856708,1,0,1,0,0,0,0,0,0,0,1,1
2L@16915539@+,Type I,10.493214,7.073471,1,1,1,0,0,0,0,0,0,0,1,1
2L@1707820@-,Type I,10.053918,6.4580317,1,0,1,0,0,0,0,0,0,0,1,1
2L@1708571@-,Type I,7.186854,8.734144,0,0,0,1,1,0,0,0,0,0,1,1
2L@1713230@-,Type I,7.0792475,5.9538937,1,0,1,0,0,0,0,0,0,0,1,1
2L@1713238@-,Type I,10.819405,7.606418,1,1,1,0,0,0,0,0,0,0,1,1
2L@1713783@-,Type I,6.9295883,8.4150715,0,0,0,1,1,0,0,0,0,0,1,1
2L@1713855@-,Type I,6.1486564,7.56204,0,0,0,1,1,0,0,0,0,0,1,1
2L@1718042@-,Type I,6.9673796,9.035166,0,0,0,1,1,0,0,0,0,0,1,1
2L@1718766@-,Type I,7.0091248,7.12962,0,0,1,0,0,0,0,0,0,0,1,1
2L@1725749@-,Type I,10.308721,7.1076384,1,1,1,0,0,0,0,0,0,0,1,1
2L@1726147@-,Type I,6.685439,9.578895,0,0,0,1,1,0,0,0,0,0,1,1
2L@17368165@-,Type I,6.9360614,7.1857843,0,0,1,0,0,0,0,0,0,0,1,1
2L@17373646@-,Type I,6.924712,10.025107,0,1,0,1,1,0,0,0,0,0,1,1
2L@17373897@-,Type I,8.885878,6.1983557,1,0,1,0,0,0,0,0,0,0,1,1
2L@17405930@+,Type I,7.080214,5.6682477,1,0,1,0,0,0,0,0,0,0,1,1
2L@17411168@+,Type I,9.849391,7.3891525,1,1,1,0,0,0,0,0,0,0,1,1
2L@17464102@-,Type I,9.412154,8.146577,1,1,1,0,0,0,0,0,0,0,1,1
2L@17472246@-,Type I,7.6914635,10.123999,0,1,0,1,1,0,0,0,0,0,1,1
2L@17479365@-,Type I,7.8661366,9.96443,0,1,0,1,1,0,0,0,0,0,1,1
2L@17479507@-,Type I,7.584444,8.672597,0,1,0,1,0,0,0,0,0,0,1,1
2L@17479805@-,Type II,3.9094656,8.573267,0,0,0,1,1,1,1,1,1,1,0,0
2L@17484903@+,Type I,9.561814,6.534299,1,0,1,0,0,0,0,0,0,0,1,1
2L@17487323@-,Type I,8.991488,8.965196,1,1,1,0,0,0,0,0,0,0,1,1
2L@17487657@-,Type I,10.010987,7.471856,1,1,1,0,0,0,0,0,0,0,1,1
2L@17500626@-,Type I,6.0123663,8.512999,0,0,0,1,1,0,0,0,0,0,1,1
2L@1751948@-,Type I,9.77824,7.860963,1,1,1,0,0,0,0,0,0,0,1,1
2L@17524224@-,Type I,3.8305948,8.017952,0,0,0,1,1,1,1,1,1,1,0,0
2L@17972419@+,Type I,6.317995,9.69367,0,0,0,1,1,0,0,0,0,0,1,1
2L@17973074@+,Type I,7.385879,7.2635546,1,0,1,0,0,0,0,0,0,0,1,1
2L@18066814@+,Type I,9.680081,8.144064,1,1,1,0,0,0,0,0,0,0,1,1
2L@18130885@-,Type I,9.830275,6.2168927,1,0,1,0,0,0,0,0,0,0,1,1
2L@18132234@-,Type I,7.569069,9.851248,0,1,0,1,1,0,0,0,0,0,1,1
2L@18133622@-,Type I,6.3640575,6.8795247,0,0,1,0,1,0,0,0,0,0,1,1
2L@18152373@-,Type I,8.868782,9.688139,1,1,1,1,0,0,0,0,0,0,1,1
2L@18158082@-,Type I,8.6687355,8.248364,1,1,1,0,0,0,0,0,0,0,1,1
2L@18158484@-,Type I,9.409537,6.4456005,1,0,1,0,0,0,0,0,0,0,1,1
2L@184262@+,Type I,6.9270954,6.301156,1,0,1,0,0,0,0,0,0,0,1,1
2L@18447193@-,Type I,7.453324,10.245272,0,1,0,1,1,0,0,0,0,0,1,1
2L@18447562@-,Type I,10.189549,7.600574,1,1,1,0,0,0,0,0,0,0,1,1
2L@184771@+,Type I,7.394181,10.000634,0,1,0,1,1,0,0,0,0,0,1,1
2L@18534684@-,Type I,6.886934,9.840785,0,1,0,1,1,0,0,0,0,0,1,1
2L@18535228@-,Type I,9.601917,8.531638,1,1,1,0,0,0,0,0,0,0,1,1
2L@18537556@-,Type I,9.369473,9.406838,1,1,1,0,0,0,0,0,0,0,1,1
2L@185396@+,Type I,9.008814,8.15223,1,1,1,0,0,0,0,0,0,0,1,1
2L@18541333@-,Type I,6.9093714,10.214259,0,1,0,1,1,0,0,0,0,0,1,1
2L@18601933@-,Type I,9.13938,9.006651,1,1,1,0,0,0,0,0,0,0,1,1
2L@18602212@-,Type I,8.073187,9.799527,0,1,0,1,0,0,0,0,0,0,1,1
2L@18660871@+,Type I,10.060219,7.181873,1,1,1,0,0,0,0,0,0,0,1,1
2L@18680380@-,Type I,5.400615,9.054843,0,0,0,1,1,0,1,1,-1,-1,-1,1
2L@18681749@-,Type I,9.069233,8.105206,1,1,1,0,0,0,1,1,0,0,1,1
2L@18682556@+,Type I,7.628172,9.467998,0,1,0,1,1,0,0,0,0,0,1,1
2L@18686054@-,Type I,6.054184,8.789804,0,0,0,1,1,0,0,0,0,0,1,1
2L@18692084@-,Type I,7.177026,7.4101815,0,0,1,0,0,0,0,0,0,0,1,1
2L@18693164@-,Type I,7.7227707,7.7707434,1,0,0,0,0,0,0,0,0,0,1,1
2L@18696609@+,Type I,6.9539747,9.003282,0,0,0,1,1,0,0,0,0,0,1,1
2L@18696618@+,Type I,6.240206,9.368074,0,0,0,1,1,0,0,0,0,0,1,1
2L@18699199@+,Type I,7.8174906,5.593811,1,0,1,0,0,0,0,0,0,0,1,1
2L@18705579@-,Type I,9.921991,7.557423,1,1,1,0,0,0,0,0,0,0,1,1
2L@18709739@+,Type I,9.9032345,6.9117174,1,1,1,0,0,0,0,0,0,0,1,1
2L@187900@+,Type I,6.589006,6.4698315,0,0,1,0,0,0,0,0,0,0,1,1
2L@18827961@+,Type I,7.2423253,6.364872,1,0,1,0,0,0,0,0,0,0,1,1
2L@18828677@+,Type I,7.0073905,6.7749915,0,0,1,0,0,0,0,0,0,0,1,1
2L@18835154@-,Type I,6.8112626,6.6589136,0,0,1,0,0,0,0,0,0,0,1,1
2L@18837564@-,Type I,7.7834945,5.8998675,1,0,1,0,0,0,0,0,0,0,1,1
2L@18837866@-,Type II,4.243505,9.116642,0,0,0,1,1,1,1,1,1,1,0,0
2L@18858115@-,Type I,6.202334,9.03782,0,0,0,1,1,0,0,0,0,0,1,1
2L@18917418@-,Type I,7.406915,8.797843,0,1,0,1,1,0,0,0,0,0,1,1
2L@18920474@-,Type I,8.233997,9.307569,1,1,0,1,0,0,0,0,0,0,1,1
2L@18939837@-,Type I,10.165547,7.021158,1,1,1,0,0,0,0,0,0,0,1,1
2L@18940040@-,Type I,9.747986,9.4395895,1,1,1,0,0,0,0,0,0,0,1,1
2L@18964682@-,Type I,10.34256,7.0243263,1,1,1,0,0,0,0,0,0,0,1,1
2L@18972973@-,Type I,8.259769,6.4274263,1,0,1,0,0,0,0,0,0,0,1,1
2L@18974005@-,Type I,8.875482,5.9673696,1,0,1,0,0,0,0,0,0,0,1,1
2L@18976389@+,Type II,4.249151,8.970461,0,0,0,1,1,1,1,1,1,1,0,0
2L@18986720@-,Type I,8.237482,6.1396585,1,0,1,0,0,0,0,0,0,0,1,1
2L@18986811@-,Type II,4.23501,9.158034,0,0,0,1,1,1,1,1,1,1,0,0
2L@19005706@+,Type I,8.114704,9.538208,0,1,0,1,0,0,0,0,0,0,1,1
2L@19006835@+,Type I,6.292391,7.818898,0,0,0,1,1,0,0,0,0,0,1,1
2L@19039252@+,Type I,6.5118346,7.94315,0,0,0,1,1,0,0,0,0,0,1,1
2L@19039490@+,Type I,8.107897,7.481125,1,0,1,0,0,0,0,0,0,0,1,1
2L@19042493@+,Type II,4.0842147,9.201249,0,0,0,1,1,1,1,1,1,1,0,0
2L@19044061@-,Type I,7.400404,9.117006,0,1,0,1,1,0,0,0,0,0,1,1
2L@19046843@+,Type I,8.266449,7.623373,1,1,1,0,0,0,0,0,0,0,1,1
2L@19052202@+,Type I,8.161926,8.747035,1,1,0,1,0,0,0,0,0,0,1,1
2L@19052906@+,Type I,10.359225,6.7268023,1,0,1,0,0,0,0,0,0,0,1,1
2L@19053025@+,Type I,8.1161375,6.279965,1,0,1,0,0,0,0,0,0,0,1,1
2L@19056800@+,Type I,9.604399,7.617741,1,1,1,0,0,0,0,0,0,0,1,1
2L@19064409@+,Type I,7.2704844,9.27348,0,1,0,1,1,0,0,0,0,0,1,1
2L@19064431@+,Type II,4.2405586,9.105699,0,0,0,1,1,1,1,1,1,1,0,0
2L@19065469@-,Type I,9.096788,9.148871,1,1,1,0,0,0,0,0,0,0,1,1
2L@19066402@-,Type I,6.2938943,9.528036,0,0,0,1,1,0,0,0,0,0,1,1
2L@19066698@-,Type II,4.8053107,8.240771,0,0,0,1,1,1,1,1,-1,1,0,0
2L@19115799@+,Type I,7.3673387,8.308556,0,0,0,1,0,0,0,0,0,0,1,1
2L@19116125@+,Type I,9.1695795,6.234588,1,0,1,0,0,0,0,0,0,0,1,1
2L@19130247@-,Type I,8.284463,8.057531,1,1,1,0,0,0,0,0,0,0,1,1
2L@19130817@-,Type I,10.6009655,7.572702,1,1,1,0,0,0,0,0,0,0,1,1
2L@19131589@-,Type I,6.166106,7.222608,0,0,0,0,1,0,0,0,0,0,1,1
2L@19132828@+,Type I,7.2829785,9.671155,0,1,0,1,1,0,0,0,0,0,1,1
2L@19168313@+,Type I,7.784505,8.579048,0,1,0,1,0,0,0,0,0,0,1,1
2L@19180881@-,Type II,3.9008176,8.260127,0,0,0,1,1,1,1,1,1,1,0,0
2L@19186441@+,Type I,6.610295,9.843612,0,0,0,1,1,0,0,0,0,0,1,1
2L@19340773@-,Type I,7.6873918,9.161479,0,1,0,1,0,0,0,0,0,0,1,1
2L@1935273@+,Type I,7.6057787,8.365666,0,1,0,1,0,0,0,0,0,0,1,1
2L@19362804@-,Type I,5.597454,8.973442,0,0,0,1,1,0,0,0,-1,0,-1,1
2L@1936436@+,Type I,9.141401,8.282195,1,1,1,0,0,0,0,0,0,0,1,1
2L@19365180@+,Type II,3.6188102,8.682436,0,0,0,1,1,1,1,1,1,1,0,0
2L@1936858@+,Type I,7.1529593,9.115969,0,0,0,1,1,0,0,0,0,0,1,1
2L@1937091@+,Type I,5.9898925,9.281496,0,0,0,1,1,0,0,0,0,0,1,1
2L@193910@+,Type I,8.233279,6.009468,1,0,1,0,0,0,0,0,0,0,1,1
2L@193912@+,Type I,6.785988,8.2163515,0,0,0,1,1,0,0,0,0,0,1,1
2L@19392852@-,Type I,9.800763,8.801397,1,1,1,0,0,0,0,0,0,0,1,1
2L@193978@+,Type II,3.650902,8.883397,0,0,0,1,1,1,1,1,1,1,0,0
2L@19404080@-,Type I,9.276936,9.638335,1,1,1,0,0,0,0,0,0,0,-1,1
2L@19419343@+,Type I,8.609245,6.0356226,1,0,1,0,0,0,0,0,0,0,1,1
2L@19483308@-,Type I,6.2853236,7.322457,0,0,0,0,1,0,0,0,0,0,1,1
2L@19483325@-,Type I,10.545262,8.562557,1,1,1,0,0,0,0,0,0,0,1,1
2L@19489587@-,Type I,6.033343,7.9773707,0,0,0,1,1,0,0,0,0,0,1,1
2L@19489880@-,Type I,7.2365956,9.918875,0,1,0,1,1,0,0,0,0,0,1,1
2L@19490873@+,Type I,7.340966,8.835113,0,1,0,1,1,0,0,0,0,0,1,1
2L@19492709@-,Type I,7.813986,6.49891,1,0,1,0,0,0,0,0,0,0,1,1
2L@19494224@+,Type II,3.9128804,9.000099,0,0,0,1,1,1,1,1,1,1,0,0
2L@19496832@+,Type I,7.118945,7.7607703,0,0,0,0,0,0,0,0,0,0,1,1
2L@19501674@+,Type I,7.0434465,7.052638,0,0,1,0,0,0,0,0,0,0,1,1
2L@19504268@-,Type I,7.0104427,8.6857,0,0,0,1,1,0,0,0,0,0,1,1
2L@19504390@-,Type I,8.774222,6.804535,1,0,1,0,0,0,0,0,0,0,1,1
2L@19504710@-,Type I,10.157428,7.8974137,1,1,1,0,0,0,0,0,0,0,1,1
2L@19504958@-,Type I,6.9329395,8.1876135,0,0,0,1,1,0,0,0,0,0,1,1
2L@19505994@-,Type I,10.341813,7.678557,1,1,1,0,0,0,0,0,0,0,1,1
2L@19506183@-,Type I,10.480418,7.034761,1,1,1,0,0,0,0,0,0,0,1,1
2L@19508471@-,Type I,9.764636,7.2752748,1,1,1,0,0,0,0,0,0,0,1,1
2L@19527444@-,Type I,8.304197,5.643007,1,0,1,0,0,0,0,0,0,0,1,1
2L@19544096@+,Type I,8.236407,7.030202,1,0,1,0,0,0,0,0,0,0,1,1
2L@19579569@-,Type I,9.433765,9.270091,1,1,1,0,0,0,0,0,0,0,1,1
2L@19584495@+,Type I,9.555082,6.417187,1,0,1,0,0,0,0,0,0,0,1,1
2L@19585050@+,Type I,6.4311657,9.818506,0,0,0,1,1,0,0,0,0,0,1,1
2L@196603@+,Type I,7.0596714,8.053457,0,0,0,0,1,0,0,0,0,0,1,1
2L@19701559@+,Type I,6.5408707,7.2605467,0,0,0,0,1,0,0,0,0,0,1,1
2L@19717084@+,Type I,7.3184204,8.608324,0,0,0,1,0,0,0,0,0,0,1,1
2L@19717108@+,Type I,8.756926,7.3185554,1,1,1,0,0,0,0,0,0,0,1,1
2L@19726745@+,Type I,9.929037,9.214871,1,1,1,0,0,0,0,0,0,0,1,1
2L@19726833@+,Type I,7.59828,8.682462,0,1,0,1,0,0,0,0,0,0,1,1
2L@19727534@+,Type I,9.5233345,6.77238,1,1,1,0,0,0,0,0,0,0,1,1
2L@19729624@+,Type I,8.062433,5.796994,1,0,1,0,0,0,0,0,0,0,1,1
2L@1974564@+,Type II,3.8759005,8.369505,0,0,0,1,1,1,1,1,1,1,0,0
2L@19749445@-,Type I,6.280551,9.642959,0,0,0,1,1,0,0,0,0,0,1,1
2L@19751352@-,Type I,7.8013005,7.0436635,1,0,1,0,0,0,0,0,0,0,1,1
2L@19777361@-,Type I,8.216619,6.88638,1,0,1,0,0,0,0,0,0,0,1,1
2L@19778384@-,Type I,7.5472236,5.8902593,1,0,1,0,0,0,0,0,0,0,1,1
2L@19778630@-,Type I,6.636104,6.836302,0,0,1,0,0,0,0,0,0,0,1,1
2L@19778631@-,Type I,6.694787,9.141354,0,0,0,1,1,0,0,0,0,0,1,1
2L@19779061@-,Type I,9.184454,7.077981,1,1,1,0,0,0,0,0,0,0,1,1
2L@19779994@-,Type I,6.6550136,8.191117,0,0,0,1,1,0,0,0,0,0,1,1
2L@19780020@-,Type I,9.565952,7.248888,1,1,1,0,0,0,0,0,0,0,1,1
2L@1978021@-,Type I,9.429313,7.5395894,1,1,1,0,0,0,0,0,0,0,1,1
2L@19780536@-,Type I,7.332476,8.465798,0,0,0,1,0,0,0,0,0,0,1,1
2L@19780716@-,Type I,6.0931253,7.128093,0,0,0,0,1,0,0,0,0,0,1,1
2L@19782511@-,Type II,3.7152638,8.372729,0,0,0,1,1,1,1,1,1,1,0,0
2L@19782784@-,Type I,10.526235,7.58577,1,1,1,0,0,0,0,0,0,0,1,1
2L@1978763@-,Type I,7.4488564,5.628563,1,0,1,0,0,0,0,0,0,0,1,1
2L@197978@+,Type I,8.176108,5.5250807,1,0,1,0,0,0,0,0,0,0,1,1
2L@1981726@+,Type I,8.122207,5.7719164,1,0,1,0,0,0,0,0,0,0,1,1
2L@1982591@+,Type II,4.4522557,8.643087,0,0,0,1,1,1,1,1,1,1,0,0
2L@1983241@+,Type I,9.162433,6.768359,1,0,1,0,0,0,0,0,0,0,1,1
2L@1983319@+,Type II,3.666848,8.58415,0,0,0,1,1,1,1,1,1,1,0,0
2L@1984889@-,Type I,8.428671,8.3403015,1,1,1,0,0,0,0,0,0,0,1,1
2L@1988779@+,Type I,6.9939423,9.897983,0,1,0,1,1,0,0,0,0,0,1,1
2L@200135@+,Type I,10.099031,7.1333575,1,1,1,0,0,0,0,0,0,0,1,1
2L@200152@+,Type I,7.0834575,8.146901,0,0,0,1,1,0,0,0,0,0,1,1
2L@20059247@-,Type I,8.2539215,6.015534,1,0,1,0,0,0,0,0,0,0,1,1
2L@20059323@-,Type I,8.154886,7.957335,1,1,1,0,0,0,0,0,0,0,1,1
2L@20059584@-,Type I,7.434328,10.095959,0,1,0,1,1,0,0,0,0,0,1,1
2L@20061789@+,Type I,8.952253,6.819129,1,0,1,0,0,0,0,0,0,0,1,1
2L@20062966@+,Type I,10.121138,8.736009,1,1,1,0,0,0,0,0,0,0,1,1
2L@20063518@+,Type II,3.687746,8.588007,0,0,0,1,1,1,1,1,1,1,0,0
2L@20075985@+,Type I,9.403247,7.522298,1,1,1,0,0,0,0,0,0,0,1,1
2L@20088571@+,Type I,7.809217,10.299027,0,1,0,1,1,0,0,0,0,0,1,1
2L@20093491@-,Type I,7.5102043,7.016172,1,0,1,0,0,0,0,0,0,0,1,1
2L@20093611@-,Type I,8.027822,10.214161,0,1,0,1,1,0,0,0,0,0,1,1
